,Patient,Gene1,Gene2,Edge,Curvature,Response
0,A549_LUNG,FLNA,ITGB1,FLNA;ITGB1,0.7063955176738986,0
360,CORL105_LUNG,RYR2,CASQ1,RYR2;CASQ1,0.0,0
361,CORL105_LUNG,RYR2,FKBP1B,RYR2;FKBP1B,0.0,0
362,CORL105_LUNG,RYR1,ASPH,RYR1;ASPH,0.0,0
363,CORL105_LUNG,RYR1,CASQ1,RYR1;CASQ1,0.0,0
364,CORL105_LUNG,RYR1,FKBP1B,RYR1;FKBP1B,0.0,0
365,CORL105_LUNG,ASPH,CASQ1,ASPH;CASQ1,0.0,0
366,CORL105_LUNG,ASPH,FKBP1B,ASPH;FKBP1B,0.0,0
367,CORL105_LUNG,SECTM1,CD7,SECTM1;CD7,0.9708755874269663,0
368,CORL105_LUNG,EBF1,PAX5,EBF1;PAX5,0.0,0
369,CORL105_LUNG,EBF1,ZNF423,EBF1;ZNF423,0.0,0
370,CORL105_LUNG,ANO2,CLCA4,ANO2;CLCA4,0.0,0
371,CORL105_LUNG,ANO2,CLCA2,ANO2;CLCA2,0.0,0
372,DV90_LUNG,FLNA,ITGB1,FLNA;ITGB1,0.7377965463143346,0
373,DV90_LUNG,FLNA,HSPB7,FLNA;HSPB7,0.0,0
374,DV90_LUNG,CD2,CD7,CD2;CD7,0.0,0
375,DV90_LUNG,CD2,CD5,CD2;CD5,0.0,0
376,DV90_LUNG,CD5,CD7,CD5;CD7,0.0,0
377,DV90_LUNG,ANPEP,CD7,ANPEP;CD7,0.0,0
378,DV90_LUNG,TGFB1,FN1,TGFB1;FN1,0.6621468700319328,0
379,DV90_LUNG,TGFB1,LRRC32,TGFB1;LRRC32,0.0,0
380,DV90_LUNG,FN1,VTN,FN1;VTN,0.0,0
381,DV90_LUNG,FN1,ITGB1,FN1;ITGB1,0.0,0
382,DV90_LUNG,FN1,ITGA8,FN1;ITGA8,0.0,0
383,DV90_LUNG,CALM3,DLG4,CALM3;DLG4,0.6130772713820265,0
384,DV90_LUNG,CALM3,RYR1,CALM3;RYR1,0.0,0
385,DV90_LUNG,CALM3,FKBP1B,CALM3;FKBP1B,0.0,0
386,DV90_LUNG,CALM3,RYR2,CALM3;RYR2,0.0,0
387,DV90_LUNG,CALM3,TRDN,CALM3;TRDN,0.0,0
388,DV90_LUNG,ITGB1,VTN,ITGB1;VTN,0.0,0
389,DV90_LUNG,ITGB1,ITGA8,ITGB1;ITGA8,0.0,0
390,DV90_LUNG,ITGB1,NPNT,ITGB1;NPNT,0.0,0
391,DV90_LUNG,FLNC,SGCD,FLNC;SGCD,0.0,0
392,DV90_LUNG,SNTA1,SGCD,SNTA1;SGCD,0.0,0
393,DV90_LUNG,SNTA1,SSPN,SNTA1;SSPN,0.0,0
394,DV90_LUNG,SNTA1,DAG1,SNTA1;DAG1,0.0,0
395,DV90_LUNG,SNTA1,DMD,SNTA1;DMD,0.0,0
396,DV90_LUNG,SNTA1,SGCA,SNTA1;SGCA,0.0,0
397,DV90_LUNG,SNTA1,CAV3,SNTA1;CAV3,0.0,0
398,DV90_LUNG,SGCD,SGCG,SGCD;SGCG,0.0,0
399,DV90_LUNG,SGCD,SSPN,SGCD;SSPN,0.0,0
400,DV90_LUNG,SGCD,SGCA,SGCD;SGCA,0.0,0
401,DV90_LUNG,SGCD,CAV3,SGCD;CAV3,0.0,0
402,DV90_LUNG,SGCD,SGCE,SGCD;SGCE,0.0,0
403,DV90_LUNG,SGCD,DAG1,SGCD;DAG1,0.0,0
404,DV90_LUNG,SGCD,DMD,SGCD;DMD,0.0,0
405,DV90_LUNG,SGCD,SGCB,SGCD;SGCB,0.0,0
406,DV90_LUNG,SSPN,SGCG,SSPN;SGCG,0.0,0
407,DV90_LUNG,SSPN,DMD,SSPN;DMD,0.0,0
408,DV90_LUNG,SSPN,DAG1,SSPN;DAG1,0.0,0
409,DV90_LUNG,SSPN,SGCE,SSPN;SGCE,0.0,0
410,DV90_LUNG,SSPN,SGCA,SSPN;SGCA,0.0,0
411,DV90_LUNG,DAG1,SGCG,DAG1;SGCG,0.0,0
412,DV90_LUNG,DAG1,SGCA,DAG1;SGCA,0.0,0
413,DV90_LUNG,DAG1,NRXN2,DAG1;NRXN2,0.33763262539355554,0
414,DV90_LUNG,DAG1,CAV3,DAG1;CAV3,0.0,0
415,DV90_LUNG,DAG1,DMD,DAG1;DMD,0.0,0
416,DV90_LUNG,DAG1,SGCB,DAG1;SGCB,0.0,0
417,DV90_LUNG,DAG1,NRXN1,DAG1;NRXN1,0.3298064374169476,0
418,DV90_LUNG,DAG1,SGCE,DAG1;SGCE,0.0,0
419,DV90_LUNG,DMD,SGCG,DMD;SGCG,0.0,0
420,DV90_LUNG,DMD,SGCA,DMD;SGCA,0.0,0
421,DV90_LUNG,DMD,CAV3,DMD;CAV3,0.0,0
422,DV90_LUNG,DMD,SGCE,DMD;SGCE,0.0,0
423,DV90_LUNG,DMD,SGCB,DMD;SGCB,0.0,0
424,DV90_LUNG,SGCA,SGCG,SGCA;SGCG,0.0,0
425,DV90_LUNG,SGCA,SGCB,SGCA;SGCB,0.0,0
426,DV90_LUNG,CAV3,SGCB,CAV3;SGCB,0.0,0
427,DV90_LUNG,SGCG,SGCB,SGCG;SGCB,0.0,0
428,DV90_LUNG,SGCB,SGCE,SGCB;SGCE,0.0,0
429,DV90_LUNG,NRXN2,NLGN4Y,NRXN2;NLGN4Y,0.0,0
430,DV90_LUNG,NRXN2,DLG4,NRXN2;DLG4,0.0,0
431,DV90_LUNG,NRXN1,NLGN4Y,NRXN1;NLGN4Y,0.0,0
432,DV90_LUNG,NRXN1,DLG4,NRXN1;DLG4,0.0,0
433,DV90_LUNG,DLG4,NLGN4Y,DLG4;NLGN4Y,0.0,0
434,DV90_LUNG,SLC1A6,SPTBN2,SLC1A6;SPTBN2,0.0,0
435,DV90_LUNG,VTN,ITGA8,VTN;ITGA8,0.0,0
436,DV90_LUNG,CRYAA,CRYAB,CRYAA;CRYAB,0.0,0
437,DV90_LUNG,ITGA8,NPNT,ITGA8;NPNT,0.0,0
438,DV90_LUNG,TET2,EBF1,TET2;EBF1,0.0,0
439,DV90_LUNG,ACVR2B,BMP3,ACVR2B;BMP3,0.0,0
440,DV90_LUNG,KRT13,KRT4,KRT13;KRT4,0.0,0
441,DV90_LUNG,HRC,TRDN,HRC;TRDN,0.0,0
442,DV90_LUNG,TRDN,CASQ2,TRDN;CASQ2,0.0,0
443,DV90_LUNG,TRDN,FKBP1B,TRDN;FKBP1B,0.0,0
444,DV90_LUNG,TRDN,RYR1,TRDN;RYR1,0.0,0
445,DV90_LUNG,TRDN,RYR2,TRDN;RYR2,0.0,0
446,DV90_LUNG,TRDN,CASQ1,TRDN;CASQ1,0.0,0
447,DV90_LUNG,TRDN,ASPH,TRDN;ASPH,0.0,0
448,DV90_LUNG,CASQ2,RYR2,CASQ2;RYR2,0.0,0
449,DV90_LUNG,CASQ2,RYR1,CASQ2;RYR1,0.0,0
450,DV90_LUNG,CASQ2,ASPH,CASQ2;ASPH,0.0,0
451,DV90_LUNG,RYR2,RYR1,RYR2;RYR1,0.0,0
452,DV90_LUNG,RYR2,ASPH,RYR2;ASPH,0.0,0
453,DV90_LUNG,RYR2,CASQ1,RYR2;CASQ1,0.0,0
454,DV90_LUNG,RYR2,FKBP1B,RYR2;FKBP1B,0.0,0
455,DV90_LUNG,RYR1,ASPH,RYR1;ASPH,0.0,0
456,DV90_LUNG,RYR1,CASQ1,RYR1;CASQ1,0.0,0
457,DV90_LUNG,RYR1,FKBP1B,RYR1;FKBP1B,0.0,0
458,DV90_LUNG,ASPH,CASQ1,ASPH;CASQ1,0.0,0
459,DV90_LUNG,ASPH,FKBP1B,ASPH;FKBP1B,0.0,0
460,DV90_LUNG,SECTM1,CD7,SECTM1;CD7,0.0,0
461,DV90_LUNG,EBF1,PAX5,EBF1;PAX5,0.0,0
462,DV90_LUNG,EBF1,ZNF423,EBF1;ZNF423,0.0,0
463,DV90_LUNG,ANO2,CLCA4,ANO2;CLCA4,0.0,0
464,DV90_LUNG,ANO2,CLCA2,ANO2;CLCA2,0.0,0
465,EKVX_LUNG,FLNA,ITGB1,FLNA;ITGB1,0.6891314176130147,0
466,EKVX_LUNG,FLNA,HSPB7,FLNA;HSPB7,-33.002634482448045,0
467,EKVX_LUNG,CD2,CD7,CD2;CD7,0.0,0
468,EKVX_LUNG,CD2,CD5,CD2;CD5,0.0,0
469,EKVX_LUNG,CD5,CD7,CD5;CD7,0.0,0
470,EKVX_LUNG,ANPEP,CD7,ANPEP;CD7,0.0,0
471,EKVX_LUNG,TGFB1,FN1,TGFB1;FN1,0.59886022208962,0
472,EKVX_LUNG,TGFB1,LRRC32,TGFB1;LRRC32,-14.306560546787175,0
473,EKVX_LUNG,FN1,VTN,FN1;VTN,0.0,0
474,EKVX_LUNG,FN1,ITGB1,FN1;ITGB1,0.0,0
475,EKVX_LUNG,FN1,ITGA8,FN1;ITGA8,0.0,0
476,EKVX_LUNG,CALM3,DLG4,CALM3;DLG4,0.5429083825594199,0
477,EKVX_LUNG,CALM3,RYR1,CALM3;RYR1,0.0,0
478,EKVX_LUNG,CALM3,FKBP1B,CALM3;FKBP1B,0.0,0
479,EKVX_LUNG,CALM3,RYR2,CALM3;RYR2,0.0,0
480,EKVX_LUNG,CALM3,TRDN,CALM3;TRDN,0.0,0
481,EKVX_LUNG,ITGB1,VTN,ITGB1;VTN,0.0,0
482,EKVX_LUNG,ITGB1,ITGA8,ITGB1;ITGA8,0.0,0
483,EKVX_LUNG,ITGB1,NPNT,ITGB1;NPNT,0.0,0
484,EKVX_LUNG,FLNC,SGCD,FLNC;SGCD,0.0,0
485,EKVX_LUNG,SNTA1,SGCD,SNTA1;SGCD,0.0,0
486,EKVX_LUNG,SNTA1,SSPN,SNTA1;SSPN,0.0,0
487,EKVX_LUNG,SNTA1,DAG1,SNTA1;DAG1,0.0,0
488,EKVX_LUNG,SNTA1,DMD,SNTA1;DMD,0.0,0
489,EKVX_LUNG,SNTA1,SGCA,SNTA1;SGCA,0.0,0
490,EKVX_LUNG,SNTA1,CAV3,SNTA1;CAV3,0.0,0
491,EKVX_LUNG,SGCD,SGCG,SGCD;SGCG,0.0,0
492,EKVX_LUNG,SGCD,SSPN,SGCD;SSPN,0.0,0
493,EKVX_LUNG,SGCD,SGCA,SGCD;SGCA,0.0,0
494,EKVX_LUNG,SGCD,CAV3,SGCD;CAV3,0.0,0
495,EKVX_LUNG,SGCD,SGCE,SGCD;SGCE,0.5880204457419482,0
496,EKVX_LUNG,SGCD,DAG1,SGCD;DAG1,0.0,0
497,EKVX_LUNG,SGCD,DMD,SGCD;DMD,0.0,0
498,EKVX_LUNG,SGCD,SGCB,SGCD;SGCB,0.0,0
499,EKVX_LUNG,SSPN,SGCG,SSPN;SGCG,0.0,0
500,EKVX_LUNG,SSPN,DMD,SSPN;DMD,0.0,0
501,EKVX_LUNG,SSPN,DAG1,SSPN;DAG1,0.0,0
502,EKVX_LUNG,SSPN,SGCE,SSPN;SGCE,0.6480516933393563,0
503,EKVX_LUNG,SSPN,SGCA,SSPN;SGCA,0.0,0
504,EKVX_LUNG,DAG1,SGCG,DAG1;SGCG,0.0,0
505,EKVX_LUNG,DAG1,SGCA,DAG1;SGCA,0.0,0
506,EKVX_LUNG,DAG1,NRXN2,DAG1;NRXN2,0.0,0
507,EKVX_LUNG,DAG1,CAV3,DAG1;CAV3,0.0,0
508,EKVX_LUNG,DAG1,DMD,DAG1;DMD,0.0,0
509,EKVX_LUNG,DAG1,SGCB,DAG1;SGCB,0.0,0
510,EKVX_LUNG,DAG1,NRXN1,DAG1;NRXN1,0.0,0
511,EKVX_LUNG,DAG1,SGCE,DAG1;SGCE,0.6464957218951706,0
512,EKVX_LUNG,DMD,SGCG,DMD;SGCG,0.0,0
513,EKVX_LUNG,DMD,SGCA,DMD;SGCA,0.0,0
514,EKVX_LUNG,DMD,CAV3,DMD;CAV3,0.0,0
515,EKVX_LUNG,DMD,SGCE,DMD;SGCE,0.6199172643906502,0
516,EKVX_LUNG,DMD,SGCB,DMD;SGCB,0.0,0
517,EKVX_LUNG,SGCA,SGCG,SGCA;SGCG,0.0,0
518,EKVX_LUNG,SGCA,SGCB,SGCA;SGCB,0.0,0
519,EKVX_LUNG,CAV3,SGCB,CAV3;SGCB,0.0,0
520,EKVX_LUNG,SGCG,SGCB,SGCG;SGCB,0.0,0
521,EKVX_LUNG,SGCB,SGCE,SGCB;SGCE,0.6848220353805723,0
522,EKVX_LUNG,NRXN2,NLGN4Y,NRXN2;NLGN4Y,0.0,0
523,EKVX_LUNG,NRXN2,DLG4,NRXN2;DLG4,0.0,0
524,EKVX_LUNG,NRXN1,NLGN4Y,NRXN1;NLGN4Y,0.0,0
525,EKVX_LUNG,NRXN1,DLG4,NRXN1;DLG4,0.0,0
526,EKVX_LUNG,DLG4,NLGN4Y,DLG4;NLGN4Y,0.0,0
527,EKVX_LUNG,SLC1A6,SPTBN2,SLC1A6;SPTBN2,0.0,0
528,EKVX_LUNG,VTN,ITGA8,VTN;ITGA8,0.0,0
529,EKVX_LUNG,CRYAA,CRYAB,CRYAA;CRYAB,0.0,0
530,EKVX_LUNG,ITGA8,NPNT,ITGA8;NPNT,0.0,0
531,EKVX_LUNG,TET2,EBF1,TET2;EBF1,0.0,0
532,EKVX_LUNG,ACVR2B,BMP3,ACVR2B;BMP3,0.0,0
533,EKVX_LUNG,KRT13,KRT4,KRT13;KRT4,1.0,0
534,EKVX_LUNG,HRC,TRDN,HRC;TRDN,0.0,0
535,EKVX_LUNG,TRDN,CASQ2,TRDN;CASQ2,0.0,0
536,EKVX_LUNG,TRDN,FKBP1B,TRDN;FKBP1B,0.0,0
537,EKVX_LUNG,TRDN,RYR1,TRDN;RYR1,0.0,0
538,EKVX_LUNG,TRDN,RYR2,TRDN;RYR2,0.0,0
539,EKVX_LUNG,TRDN,CASQ1,TRDN;CASQ1,0.0,0
540,EKVX_LUNG,TRDN,ASPH,TRDN;ASPH,0.0,0
541,EKVX_LUNG,CASQ2,RYR2,CASQ2;RYR2,0.0,0
542,EKVX_LUNG,CASQ2,RYR1,CASQ2;RYR1,0.0,0
543,EKVX_LUNG,CASQ2,ASPH,CASQ2;ASPH,0.0,0
544,EKVX_LUNG,RYR2,RYR1,RYR2;RYR1,0.0,0
545,EKVX_LUNG,RYR2,ASPH,RYR2;ASPH,0.0,0
546,EKVX_LUNG,RYR2,CASQ1,RYR2;CASQ1,0.0,0
547,EKVX_LUNG,RYR2,FKBP1B,RYR2;FKBP1B,0.0,0
548,EKVX_LUNG,RYR1,ASPH,RYR1;ASPH,0.0,0
549,EKVX_LUNG,RYR1,CASQ1,RYR1;CASQ1,0.0,0
550,EKVX_LUNG,RYR1,FKBP1B,RYR1;FKBP1B,0.0,0
551,EKVX_LUNG,ASPH,CASQ1,ASPH;CASQ1,0.0,0
552,EKVX_LUNG,ASPH,FKBP1B,ASPH;FKBP1B,0.0,0
553,EKVX_LUNG,SECTM1,CD7,SECTM1;CD7,0.0,0
554,EKVX_LUNG,EBF1,PAX5,EBF1;PAX5,0.0,0
555,EKVX_LUNG,EBF1,ZNF423,EBF1;ZNF423,0.0,0
556,EKVX_LUNG,ANO2,CLCA4,ANO2;CLCA4,0.0,0
557,EKVX_LUNG,ANO2,CLCA2,ANO2;CLCA2,0.0,0
558,HCC1195_LUNG,FLNA,ITGB1,FLNA;ITGB1,0.7411138227422129,0
559,HCC1195_LUNG,FLNA,HSPB7,FLNA;HSPB7,-12.266936516150116,0
560,HCC1195_LUNG,CD2,CD7,CD2;CD7,0.0,0
561,HCC1195_LUNG,CD2,CD5,CD2;CD5,0.0,0
562,HCC1195_LUNG,CD5,CD7,CD5;CD7,0.0,0
563,HCC1195_LUNG,ANPEP,CD7,ANPEP;CD7,0.0,0
564,HCC1195_LUNG,TGFB1,FN1,TGFB1;FN1,0.6712920760450616,0
565,HCC1195_LUNG,TGFB1,LRRC32,TGFB1;LRRC32,0.0,0
566,HCC1195_LUNG,FN1,VTN,FN1;VTN,0.0,0
567,HCC1195_LUNG,FN1,ITGB1,FN1;ITGB1,0.0,0
568,HCC1195_LUNG,FN1,ITGA8,FN1;ITGA8,0.0,0
569,HCC1195_LUNG,CALM3,DLG4,CALM3;DLG4,0.6394865716909313,0
570,HCC1195_LUNG,CALM3,RYR1,CALM3;RYR1,0.0,0
571,HCC1195_LUNG,CALM3,FKBP1B,CALM3;FKBP1B,0.0,0
572,HCC1195_LUNG,CALM3,RYR2,CALM3;RYR2,0.0,0
573,HCC1195_LUNG,CALM3,TRDN,CALM3;TRDN,0.0,0
574,HCC1195_LUNG,ITGB1,VTN,ITGB1;VTN,0.0,0
575,HCC1195_LUNG,ITGB1,ITGA8,ITGB1;ITGA8,0.0,0
576,HCC1195_LUNG,ITGB1,NPNT,ITGB1;NPNT,0.0,0
577,HCC1195_LUNG,FLNC,SGCD,FLNC;SGCD,0.0,0
578,HCC1195_LUNG,SNTA1,SGCD,SNTA1;SGCD,0.0,0
579,HCC1195_LUNG,SNTA1,SSPN,SNTA1;SSPN,0.0,0
580,HCC1195_LUNG,SNTA1,DAG1,SNTA1;DAG1,0.0,0
581,HCC1195_LUNG,SNTA1,DMD,SNTA1;DMD,0.0,0
582,HCC1195_LUNG,SNTA1,SGCA,SNTA1;SGCA,0.0,0
583,HCC1195_LUNG,SNTA1,CAV3,SNTA1;CAV3,0.0,0
584,HCC1195_LUNG,SGCD,SGCG,SGCD;SGCG,0.0,0
585,HCC1195_LUNG,SGCD,SSPN,SGCD;SSPN,0.0,0
586,HCC1195_LUNG,SGCD,SGCA,SGCD;SGCA,0.0,0
587,HCC1195_LUNG,SGCD,CAV3,SGCD;CAV3,0.0,0
588,HCC1195_LUNG,SGCD,SGCE,SGCD;SGCE,0.0,0
589,HCC1195_LUNG,SGCD,DAG1,SGCD;DAG1,0.0,0
590,HCC1195_LUNG,SGCD,DMD,SGCD;DMD,0.0,0
591,HCC1195_LUNG,SGCD,SGCB,SGCD;SGCB,0.0,0
592,HCC1195_LUNG,SSPN,SGCG,SSPN;SGCG,0.0,0
593,HCC1195_LUNG,SSPN,DMD,SSPN;DMD,0.0,0
594,HCC1195_LUNG,SSPN,DAG1,SSPN;DAG1,0.0,0
595,HCC1195_LUNG,SSPN,SGCE,SSPN;SGCE,0.0,0
596,HCC1195_LUNG,SSPN,SGCA,SSPN;SGCA,0.0,0
597,HCC1195_LUNG,DAG1,SGCG,DAG1;SGCG,0.0,0
598,HCC1195_LUNG,DAG1,SGCA,DAG1;SGCA,0.0,0
599,HCC1195_LUNG,DAG1,NRXN2,DAG1;NRXN2,0.0,0
600,HCC1195_LUNG,DAG1,CAV3,DAG1;CAV3,0.0,0
601,HCC1195_LUNG,DAG1,DMD,DAG1;DMD,0.0,0
602,HCC1195_LUNG,DAG1,SGCB,DAG1;SGCB,0.0,0
603,HCC1195_LUNG,DAG1,NRXN1,DAG1;NRXN1,0.0,0
604,HCC1195_LUNG,DAG1,SGCE,DAG1;SGCE,0.0,0
605,HCC1195_LUNG,DMD,SGCG,DMD;SGCG,0.0,0
606,HCC1195_LUNG,DMD,SGCA,DMD;SGCA,0.0,0
607,HCC1195_LUNG,DMD,CAV3,DMD;CAV3,0.0,0
608,HCC1195_LUNG,DMD,SGCE,DMD;SGCE,0.0,0
609,HCC1195_LUNG,DMD,SGCB,DMD;SGCB,0.0,0
610,HCC1195_LUNG,SGCA,SGCG,SGCA;SGCG,0.0,0
611,HCC1195_LUNG,SGCA,SGCB,SGCA;SGCB,0.0,0
612,HCC1195_LUNG,CAV3,SGCB,CAV3;SGCB,0.0,0
613,HCC1195_LUNG,SGCG,SGCB,SGCG;SGCB,0.0,0
614,HCC1195_LUNG,SGCB,SGCE,SGCB;SGCE,0.0,0
615,HCC1195_LUNG,NRXN2,NLGN4Y,NRXN2;NLGN4Y,0.0,0
616,HCC1195_LUNG,NRXN2,DLG4,NRXN2;DLG4,0.0,0
617,HCC1195_LUNG,NRXN1,NLGN4Y,NRXN1;NLGN4Y,0.0,0
618,HCC1195_LUNG,NRXN1,DLG4,NRXN1;DLG4,0.0,0
619,HCC1195_LUNG,DLG4,NLGN4Y,DLG4;NLGN4Y,0.0,0
620,HCC1195_LUNG,SLC1A6,SPTBN2,SLC1A6;SPTBN2,0.0,0
621,HCC1195_LUNG,VTN,ITGA8,VTN;ITGA8,0.0,0
622,HCC1195_LUNG,CRYAA,CRYAB,CRYAA;CRYAB,0.0,0
623,HCC1195_LUNG,ITGA8,NPNT,ITGA8;NPNT,0.0,0
624,HCC1195_LUNG,TET2,EBF1,TET2;EBF1,0.0,0
625,HCC1195_LUNG,ACVR2B,BMP3,ACVR2B;BMP3,0.0,0
626,HCC1195_LUNG,KRT13,KRT4,KRT13;KRT4,1.0,0
627,HCC1195_LUNG,HRC,TRDN,HRC;TRDN,0.0,0
628,HCC1195_LUNG,TRDN,CASQ2,TRDN;CASQ2,0.0,0
629,HCC1195_LUNG,TRDN,FKBP1B,TRDN;FKBP1B,0.0,0
630,HCC1195_LUNG,TRDN,RYR1,TRDN;RYR1,0.0,0
631,HCC1195_LUNG,TRDN,RYR2,TRDN;RYR2,0.0,0
632,HCC1195_LUNG,TRDN,CASQ1,TRDN;CASQ1,0.0,0
633,HCC1195_LUNG,TRDN,ASPH,TRDN;ASPH,0.0,0
634,HCC1195_LUNG,CASQ2,RYR2,CASQ2;RYR2,0.0,0
635,HCC1195_LUNG,CASQ2,RYR1,CASQ2;RYR1,0.0,0
636,HCC1195_LUNG,CASQ2,ASPH,CASQ2;ASPH,0.0,0
637,HCC1195_LUNG,RYR2,RYR1,RYR2;RYR1,0.0,0
638,HCC1195_LUNG,RYR2,ASPH,RYR2;ASPH,0.0,0
639,HCC1195_LUNG,RYR2,CASQ1,RYR2;CASQ1,0.0,0
640,HCC1195_LUNG,RYR2,FKBP1B,RYR2;FKBP1B,0.0,0
641,HCC1195_LUNG,RYR1,ASPH,RYR1;ASPH,0.0,0
642,HCC1195_LUNG,RYR1,CASQ1,RYR1;CASQ1,0.0,0
643,HCC1195_LUNG,RYR1,FKBP1B,RYR1;FKBP1B,0.0,0
644,HCC1195_LUNG,ASPH,CASQ1,ASPH;CASQ1,0.0,0
645,HCC1195_LUNG,ASPH,FKBP1B,ASPH;FKBP1B,0.0,0
646,HCC1195_LUNG,SECTM1,CD7,SECTM1;CD7,0.9603336163061393,0
647,HCC1195_LUNG,EBF1,PAX5,EBF1;PAX5,0.0,0
648,HCC1195_LUNG,EBF1,ZNF423,EBF1;ZNF423,0.0,0
649,HCC1195_LUNG,ANO2,CLCA4,ANO2;CLCA4,0.0,0
650,HCC1195_LUNG,ANO2,CLCA2,ANO2;CLCA2,0.0,0
651,HCC1833_LUNG,FLNA,ITGB1,FLNA;ITGB1,0.7712357151072893,1
652,HCC1833_LUNG,FLNA,HSPB7,FLNA;HSPB7,0.0,1
653,HCC1833_LUNG,CD2,CD7,CD2;CD7,0.0,1
654,HCC1833_LUNG,CD2,CD5,CD2;CD5,0.0,1
655,HCC1833_LUNG,CD5,CD7,CD5;CD7,0.0,1
656,HCC1833_LUNG,ANPEP,CD7,ANPEP;CD7,0.0,1
657,HCC1833_LUNG,TGFB1,FN1,TGFB1;FN1,0.6176876703187735,1
658,HCC1833_LUNG,TGFB1,LRRC32,TGFB1;LRRC32,0.0,1
659,HCC1833_LUNG,FN1,VTN,FN1;VTN,0.0,1
660,HCC1833_LUNG,FN1,ITGB1,FN1;ITGB1,0.0,1
661,HCC1833_LUNG,FN1,ITGA8,FN1;ITGA8,0.0,1
662,HCC1833_LUNG,CALM3,DLG4,CALM3;DLG4,0.6382543522703504,1
663,HCC1833_LUNG,CALM3,RYR1,CALM3;RYR1,0.0,1
664,HCC1833_LUNG,CALM3,FKBP1B,CALM3;FKBP1B,0.0,1
665,HCC1833_LUNG,CALM3,RYR2,CALM3;RYR2,0.0,1
666,HCC1833_LUNG,CALM3,TRDN,CALM3;TRDN,0.0,1
667,HCC1833_LUNG,ITGB1,VTN,ITGB1;VTN,0.0,1
668,HCC1833_LUNG,ITGB1,ITGA8,ITGB1;ITGA8,0.0,1
669,HCC1833_LUNG,ITGB1,NPNT,ITGB1;NPNT,0.0,1
670,HCC1833_LUNG,FLNC,SGCD,FLNC;SGCD,0.0,1
671,HCC1833_LUNG,SNTA1,SGCD,SNTA1;SGCD,0.0,1
672,HCC1833_LUNG,SNTA1,SSPN,SNTA1;SSPN,0.0,1
673,HCC1833_LUNG,SNTA1,DAG1,SNTA1;DAG1,0.0,1
674,HCC1833_LUNG,SNTA1,DMD,SNTA1;DMD,0.0,1
675,HCC1833_LUNG,SNTA1,SGCA,SNTA1;SGCA,0.0,1
676,HCC1833_LUNG,SNTA1,CAV3,SNTA1;CAV3,0.0,1
677,HCC1833_LUNG,SGCD,SGCG,SGCD;SGCG,0.0,1
678,HCC1833_LUNG,SGCD,SSPN,SGCD;SSPN,0.0,1
679,HCC1833_LUNG,SGCD,SGCA,SGCD;SGCA,0.0,1
680,HCC1833_LUNG,SGCD,CAV3,SGCD;CAV3,0.0,1
681,HCC1833_LUNG,SGCD,SGCE,SGCD;SGCE,0.0,1
682,HCC1833_LUNG,SGCD,DAG1,SGCD;DAG1,0.0,1
683,HCC1833_LUNG,SGCD,DMD,SGCD;DMD,0.0,1
684,HCC1833_LUNG,SGCD,SGCB,SGCD;SGCB,0.0,1
685,HCC1833_LUNG,SSPN,SGCG,SSPN;SGCG,0.0,1
686,HCC1833_LUNG,SSPN,DMD,SSPN;DMD,0.0,1
687,HCC1833_LUNG,SSPN,DAG1,SSPN;DAG1,0.0,1
688,HCC1833_LUNG,SSPN,SGCE,SSPN;SGCE,0.0,1
689,HCC1833_LUNG,SSPN,SGCA,SSPN;SGCA,0.0,1
690,HCC1833_LUNG,DAG1,SGCG,DAG1;SGCG,0.0,1
691,HCC1833_LUNG,DAG1,SGCA,DAG1;SGCA,0.0,1
692,HCC1833_LUNG,DAG1,NRXN2,DAG1;NRXN2,0.3759799388112943,1
693,HCC1833_LUNG,DAG1,CAV3,DAG1;CAV3,0.0,1
694,HCC1833_LUNG,DAG1,DMD,DAG1;DMD,0.0,1
695,HCC1833_LUNG,DAG1,SGCB,DAG1;SGCB,0.0,1
696,HCC1833_LUNG,DAG1,NRXN1,DAG1;NRXN1,0.3759799002248072,1
697,HCC1833_LUNG,DAG1,SGCE,DAG1;SGCE,0.0,1
698,HCC1833_LUNG,DMD,SGCG,DMD;SGCG,0.0,1
699,HCC1833_LUNG,DMD,SGCA,DMD;SGCA,0.0,1
700,HCC1833_LUNG,DMD,CAV3,DMD;CAV3,0.0,1
701,HCC1833_LUNG,DMD,SGCE,DMD;SGCE,0.0,1
702,HCC1833_LUNG,DMD,SGCB,DMD;SGCB,0.0,1
703,HCC1833_LUNG,SGCA,SGCG,SGCA;SGCG,0.0,1
704,HCC1833_LUNG,SGCA,SGCB,SGCA;SGCB,0.0,1
705,HCC1833_LUNG,CAV3,SGCB,CAV3;SGCB,0.0,1
706,HCC1833_LUNG,SGCG,SGCB,SGCG;SGCB,0.0,1
707,HCC1833_LUNG,SGCB,SGCE,SGCB;SGCE,0.0,1
708,HCC1833_LUNG,NRXN2,NLGN4Y,NRXN2;NLGN4Y,0.0,1
709,HCC1833_LUNG,NRXN2,DLG4,NRXN2;DLG4,0.0,1
710,HCC1833_LUNG,NRXN1,NLGN4Y,NRXN1;NLGN4Y,0.0,1
711,HCC1833_LUNG,NRXN1,DLG4,NRXN1;DLG4,0.0,1
712,HCC1833_LUNG,DLG4,NLGN4Y,DLG4;NLGN4Y,0.0,1
